order_id,customer_id,order_date,status,region
209,39,7/13/2025,PLACED,WEST
210,6,9/21/2025,RETURNED,EAST
211,364,7/27/2025,SHIPPED,EAST
212,333,1/28/2026,RETURNED,EAST
213,27,4/1/2026,CANCELLED,SOUTH
214,106,4/15/2026,DELIVERED,NORTH
215,98,3/23/2026,DELIVERED,NORTH
216,184,5/7/2026,SHIPPED,NORTH
217,60,10/5/2025,CANCELLED,NORTH
218,17,9/10/2025,PLACED,EAST
219,254,7/22/2025,CANCELLED,EAST
220,358,12/22/2025,SHIPPED,EAST
221,207,6/2/2026,DELIVERED,NORTH
222,210,2/2/2026,DELIVERED,EAST
223,153,12/23/2025,CANCELLED,SOUTH
224,219,10/29/2025,RETURNED,WEST
225,271,12/17/2025,SHIPPED,NORTH
226,102,4/15/2026,SHIPPED,EAST
227,393,1/23/2026,RETURNED,NORTH
228,39,2/22/2026,RETURNED,WEST
229,24,2/4/2026,CANCELLED,WEST
230,218,3/7/2026,CANCELLED,NORTH
231,405,2/22/2026,DELIVERED,SOUTH
232,325,6/19/2026,RETURNED,NORTH
233,386,6/26/2026,RETURNED,EAST
234,270,3/9/2026,CANCELLED,SOUTH
235,491,11/22/2025,SHIPPED,EAST
236,223,3/20/2026,RETURNED,SOUTH
237,170,1/25/2026,DELIVERED,SOUTH
238,380,8/3/2025,PLACED,SOUTH
239,162,6/12/2026,SHIPPED,WEST
240,195,10/21/2025,PLACED,NORTH
241,213,8/19/2025,SHIPPED,EAST
242,387,4/1/2026,PLACED,NORTH
243,138,5/5/2026,PLACED,SOUTH
244,237,3/1/2026,DELIVERED,EAST
245,20,7/6/2026,RETURNED,EAST
246,219,3/31/2026,CANCELLED,NORTH
247,186,7/3/2026,CANCELLED,EAST
248,167,6/27/2026,DELIVERED,SOUTH
249,186,6/24/2026,CANCELLED,WEST
250,437,1/28/2026,DELIVERED,NORTH
251,339,10/26/2025,CANCELLED,SOUTH
252,223,11/2/2025,DELIVERED,SOUTH
253,72,9/3/2025,SHIPPED,SOUTH
254,270,11/25/2025,PLACED,WEST
255,158,5/26/2026,DELIVERED,WEST
256,445,6/11/2026,CANCELLED,NORTH
257,457,6/7/2026,SHIPPED,EAST
258,486,11/9/2025,PLACED,WEST
259,354,9/2/2025,DELIVERED,WEST
260,105,3/12/2026,DELIVERED,NORTH
261,441,2/13/2026,RETURNED,NORTH
262,428,12/5/2025,DELIVERED,EAST
263,430,11/10/2025,PLACED,WEST
264,148,3/30/2026,PLACED,NORTH
265,411,10/29/2025,SHIPPED,EAST
266,3,6/9/2026,PLACED,EAST
267,300,10/26/2025,PLACED,NORTH
268,81,8/3/2025,DELIVERED,SOUTH
269,104,12/27/2025,PLACED,SOUTH
270,326,4/6/2026,RETURNED,SOUTH
271,137,1/26/2026,SHIPPED,WEST
272,153,11/4/2025,DELIVERED,EAST
273,412,8/7/2025,PLACED,NORTH
274,111,4/29/2026,RETURNED,EAST
275,289,7/6/2026,SHIPPED,NORTH
276,315,9/20/2025,DELIVERED,WEST
277,485,5/13/2026,CANCELLED,EAST
278,152,11/7/2025,DELIVERED,WEST
279,63,2/6/2026,DELIVERED,NORTH
280,226,11/4/2025,SHIPPED,SOUTH
281,385,3/26/2026,DELIVERED,EAST
282,341,1/14/2026,DELIVERED,SOUTH
283,195,10/9/2025,RETURNED,SOUTH
284,473,7/1/2026,CANCELLED,NORTH
285,121,10/9/2025,PLACED,WEST
286,415,7/16/2025,DELIVERED,NORTH
287,479,4/1/2026,PLACED,NORTH
288,40,6/19/2026,DELIVERED,SOUTH
289,116,12/19/2025,SHIPPED,NORTH
290,87,2/13/2026,SHIPPED,EAST
291,173,8/28/2025,RETURNED,WEST
292,490,7/12/2026,CANCELLED,EAST
293,43,1/25/2026,RETURNED,WEST
294,214,5/2/2026,DELIVERED,NORTH
295,65,4/13/2026,CANCELLED,WEST
296,211,5/6/2026,DELIVERED,NORTH
297,203,1/22/2026,DELIVERED,EAST
298,212,12/11/2025,DELIVERED,SOUTH
299,159,11/21/2025,PLACED,SOUTH
300,330,8/25/2025,SHIPPED,WEST
301,260,12/15/2025,PLACED,NORTH
302,33,9/12/2025,CANCELLED,SOUTH
303,292,12/30/2025,CANCELLED,EAST
304,133,10/1/2025,CANCELLED,EAST
305,35,5/11/2026,PLACED,WEST
306,174,7/4/2026,DELIVERED,NORTH
307,346,3/4/2026,PLACED,EAST
308,253,3/23/2026,RETURNED,EAST
309,490,5/6/2026,PLACED,EAST
310,72,8/15/2025,CANCELLED,WEST
311,71,12/7/2025,RETURNED,NORTH
312,262,10/1/2025,CANCELLED,WEST
313,313,10/11/2025,SHIPPED,EAST
314,202,1/18/2026,CANCELLED,SOUTH
315,211,5/8/2026,RETURNED,NORTH
316,200,4/29/2026,CANCELLED,NORTH
317,180,11/11/2025,DELIVERED,EAST
318,211,5/25/2026,RETURNED,NORTH
319,111,7/30/2025,SHIPPED,NORTH
320,391,4/10/2026,CANCELLED,WEST
321,172,12/13/2025,PLACED,NORTH
322,493,5/21/2026,CANCELLED,EAST
323,87,4/3/2026,CANCELLED,EAST
324,224,3/11/2026,RETURNED,NORTH
325,256,8/28/2025,RETURNED,WEST
326,372,12/15/2025,CANCELLED,EAST
327,49,1/7/2026,DELIVERED,EAST
328,442,9/9/2025,RETURNED,SOUTH
329,359,10/31/2025,RETURNED,WEST
330,100,6/26/2026,SHIPPED,NORTH
331,81,8/27/2025,SHIPPED,SOUTH
332,355,1/11/2026,DELIVERED,EAST
333,256,11/17/2025,SHIPPED,SOUTH
334,104,4/29/2026,RETURNED,EAST
335,450,1/8/2026,RETURNED,WEST
336,109,9/3/2025,CANCELLED,NORTH
337,63,4/25/2026,PLACED,SOUTH
338,51,10/14/2025,SHIPPED,SOUTH
339,238,1/25/2026,CANCELLED,EAST
340,38,6/19/2026,DELIVERED,EAST
341,177,5/21/2026,CANCELLED,NORTH
342,380,1/3/2026,SHIPPED,WEST
343,83,7/5/2026,CANCELLED,NORTH
344,264,10/4/2025,PLACED,NORTH
345,405,6/3/2026,PLACED,NORTH
346,409,9/8/2025,CANCELLED,EAST
347,438,3/4/2026,SHIPPED,WEST
348,300,9/7/2025,PLACED,SOUTH
349,483,8/9/2025,SHIPPED,WEST
350,130,8/3/2025,CANCELLED,EAST
351,474,12/20/2025,SHIPPED,NORTH
352,454,8/12/2025,CANCELLED,SOUTH
353,465,3/28/2026,CANCELLED,SOUTH
354,386,2/8/2026,CANCELLED,NORTH
355,303,4/23/2026,SHIPPED,EAST
356,488,6/6/2026,RETURNED,SOUTH
357,375,1/1/2026,PLACED,SOUTH
358,354,5/2/2026,PLACED,SOUTH
359,105,1/10/2026,CANCELLED,NORTH
360,414,1/29/2026,PLACED,NORTH
361,336,1/31/2026,SHIPPED,EAST
362,6,10/21/2025,RETURNED,EAST
363,292,1/26/2026,DELIVERED,WEST
364,323,7/26/2025,DELIVERED,NORTH
365,126,9/27/2025,RETURNED,WEST
366,171,5/30/2026,CANCELLED,SOUTH
367,169,12/10/2025,CANCELLED,EAST
368,130,4/30/2026,PLACED,NORTH
369,74,12/1/2025,CANCELLED,WEST
370,2,9/7/2025,DELIVERED,WEST
371,466,8/7/2025,CANCELLED,WEST
372,363,4/30/2026,DELIVERED,WEST
373,365,3/27/2026,DELIVERED,NORTH
374,46,4/4/2026,CANCELLED,SOUTH
375,376,6/22/2026,PLACED,NORTH
376,180,5/10/2026,CANCELLED,WEST
377,91,3/6/2026,PLACED,SOUTH
378,482,5/18/2026,RETURNED,NORTH
379,92,4/15/2026,PLACED,SOUTH
380,3,1/26/2026,CANCELLED,NORTH
381,338,5/29/2026,PLACED,EAST
382,284,7/1/2026,SHIPPED,WEST
383,36,6/2/2026,CANCELLED,NORTH
384,395,6/7/2026,RETURNED,WEST
385,327,1/23/2026,DELIVERED,SOUTH
386,473,5/10/2026,PLACED,SOUTH
387,278,5/3/2026,SHIPPED,NORTH
388,232,9/15/2025,RETURNED,WEST
389,423,2/26/2026,CANCELLED,NORTH
390,426,9/19/2025,DELIVERED,WEST
391,87,3/26/2026,CANCELLED,SOUTH
392,75,4/26/2026,DELIVERED,WEST
393,125,5/9/2026,SHIPPED,WEST
394,67,9/4/2025,PLACED,EAST
395,343,3/15/2026,PLACED,WEST
396,476,6/8/2026,DELIVERED,SOUTH
397,306,2/25/2026,CANCELLED,WEST
398,318,4/14/2026,DELIVERED,SOUTH
399,313,9/5/2025,SHIPPED,NORTH
400,96,7/28/2025,PLACED,NORTH
401,85,11/9/2025,RETURNED,SOUTH
402,368,5/22/2026,SHIPPED,NORTH
403,400,3/20/2026,CANCELLED,WEST
404,231,3/29/2026,RETURNED,EAST
405,165,3/11/2026,SHIPPED,NORTH
406,500,12/9/2025,CANCELLED,EAST
407,24,12/24/2025,SHIPPED,NORTH
408,293,10/6/2025,PLACED,NORTH
409,481,8/28/2025,CANCELLED,SOUTH
410,404,2/28/2026,PLACED,WEST
411,42,6/10/2026,PLACED,WEST
412,316,3/6/2026,RETURNED,NORTH
413,362,12/12/2025,DELIVERED,NORTH
414,32,7/13/2025,SHIPPED,WEST
415,214,3/8/2026,CANCELLED,NORTH
416,303,8/13/2025,PLACED,WEST
417,256,12/26/2025,PLACED,NORTH
418,423,3/31/2026,DELIVERED,WEST
419,26,12/7/2025,RETURNED,WEST
420,272,1/19/2026,SHIPPED,NORTH
421,74,8/3/2025,RETURNED,WEST
422,167,12/16/2025,DELIVERED,SOUTH
423,23,8/14/2025,PLACED,NORTH
424,164,2/12/2026,DELIVERED,NORTH
425,12,6/11/2026,CANCELLED,SOUTH
426,140,8/19/2025,CANCELLED,NORTH
427,236,8/18/2025,CANCELLED,EAST
428,379,4/25/2026,DELIVERED,WEST
429,337,1/31/2026,SHIPPED,NORTH
430,407,1/6/2026,SHIPPED,EAST
431,375,12/18/2025,RETURNED,EAST
432,496,7/6/2026,PLACED,NORTH
433,460,10/22/2025,CANCELLED,SOUTH
434,22,8/28/2025,DELIVERED,NORTH
435,213,7/17/2025,SHIPPED,EAST
436,49,3/31/2026,SHIPPED,SOUTH
437,491,12/8/2025,DELIVERED,SOUTH
438,14,10/22/2025,SHIPPED,NORTH
439,244,7/8/2026,DELIVERED,EAST
440,405,2/18/2026,SHIPPED,SOUTH
441,458,1/4/2026,CANCELLED,NORTH
442,413,11/15/2025,SHIPPED,EAST
443,367,7/14/2025,CANCELLED,SOUTH
444,191,9/8/2025,DELIVERED,NORTH
445,204,10/22/2025,PLACED,NORTH
446,439,7/10/2026,CANCELLED,EAST
447,365,5/30/2026,PLACED,EAST
448,78,12/2/2025,DELIVERED,WEST
449,203,6/19/2026,CANCELLED,WEST
450,313,8/26/2025,DELIVERED,NORTH
451,395,3/18/2026,DELIVERED,SOUTH
452,86,6/3/2026,PLACED,EAST
453,223,1/9/2026,SHIPPED,WEST
454,197,3/19/2026,RETURNED,SOUTH
455,407,12/7/2025,RETURNED,NORTH
456,13,2/18/2026,SHIPPED,EAST
457,121,8/19/2025,DELIVERED,SOUTH
458,371,4/1/2026,DELIVERED,NORTH
459,273,1/2/2026,PLACED,NORTH
460,53,7/1/2026,CANCELLED,NORTH
461,21,8/21/2025,DELIVERED,WEST
462,142,10/2/2025,PLACED,NORTH
463,352,11/22/2025,RETURNED,EAST
464,446,10/5/2025,RETURNED,SOUTH
465,139,4/29/2026,RETURNED,WEST
466,442,8/4/2025,RETURNED,NORTH
467,216,4/20/2026,PLACED,EAST
468,391,5/22/2026,CANCELLED,WEST
469,33,7/23/2025,RETURNED,EAST
470,359,10/16/2025,DELIVERED,SOUTH
471,326,10/11/2025,CANCELLED,NORTH
472,258,8/24/2025,SHIPPED,WEST
473,334,2/19/2026,CANCELLED,WEST
474,393,2/23/2026,PLACED,WEST
475,266,6/29/2026,SHIPPED,EAST
476,60,8/27/2025,SHIPPED,WEST
477,74,6/16/2026,CANCELLED,NORTH
478,51,9/26/2025,DELIVERED,EAST
479,41,9/10/2025,PLACED,EAST
480,19,3/28/2026,DELIVERED,NORTH
481,308,6/24/2026,PLACED,NORTH
482,152,7/13/2025,CANCELLED,WEST
483,328,7/19/2025,CANCELLED,WEST
484,216,9/27/2025,CANCELLED,WEST
485,113,12/1/2025,SHIPPED,SOUTH
486,149,4/3/2026,SHIPPED,NORTH
487,5,3/5/2026,DELIVERED,EAST
488,350,6/17/2026,DELIVERED,EAST
489,165,9/20/2025,CANCELLED,WEST
490,196,6/16/2026,PLACED,NORTH
491,4,11/22/2025,RETURNED,WEST
492,448,3/22/2026,PLACED,SOUTH
493,252,10/30/2025,PLACED,SOUTH
494,27,1/15/2026,PLACED,EAST
495,235,3/3/2026,DELIVERED,EAST
496,454,3/15/2026,CANCELLED,SOUTH
497,162,6/14/2026,CANCELLED,NORTH
498,409,1/27/2026,RETURNED,SOUTH
499,192,5/19/2026,DELIVERED,NORTH
500,489,7/28/2025,PLACED,WEST
